item_no,week,sold
VL-09PST-PD-1111,29,0
VL-09PST-PD-1111,30,0
VL-09PST-PD-1111,31,0
VL-09PST-PD-1111,32,0
VL-09PST-PD-1111,33,0
VL-09PST-PD-1111,34,0
VL-09PST-PD-1111,35,0
VL-09PST-PD-1111,36,0
VL-09PST-PD-1111,37,0
VL-09PST-PD-1111,38,0
VL-09PST-PD-1111,39,0
VL-09PST-PD-1111,40,0
VL-09PST-PD-1111,41,128
VL-09PST-PD-1111,42,0
VL-09PST-PD-1111,43,0
VL-09PST-PD-1111,44,50
VL-09PST-PD-1111,45,0
VL-09PST-PD-1111,46,0
VL-09PST-PD-1111,47,0
VL-09PST-PD-1111,48,335
VL-09PST-PD-1111,49,0
VL-09PST-PD-1111,50,0
VL-09PST-PD-1111,51,0
VL-09PST-PD-1111,52,0
VL-09PST-PD-1111,53,0
VL-09PST-PD-1222,0,0
VL-09PST-PD-1222,1,0
VL-09PST-PD-1222,2,0
VL-09PST-PD-1222,3,0
VL-09PST-PD-1222,4,100
VL-09PST-PD-1222,5,0
VL-09PST-PD-1222,6,0
VL-09PST-PD-1222,7,75
VL-09PST-PD-1222,8,0
VL-09PST-PD-1222,9,0
VL-09PST-PD-1222,10,150
VL-09PST-PD-1222,11,0
VL-09PST-PD-1222,12,250
VL-09PST-PD-1222,13,0
VL-09PST-PD-1222,14,0
VL-09PST-PD-1222,15,0
VL-09PST-PD-1222,16,0
VL-09PST-PD-1222,17,0
VL-09PST-PD-1222,18,150
VL-09PST-PD-1222,19,0
VL-09PST-PD-1222,20,0
VL-09PST-PD-1222,21,0
VL-09PST-PD-1222,22,150
VL-09PST-PD-1222,23,0
VL-09PST-PD-1222,24,0
VL-09PST-PD-1222,25,0
VL-09PST-PD-1222,26,0
VL-09PST-PD-1222,27,0
VL-09PST-PD-1222,28,0
VL-09PST-PD-1222,29,0
VL-09PST-PD-1222,30,0
VL-09PST-PD-1222,31,0
VL-09PST-PD-1222,32,0
VL-09PST-PD-1222,33,0
VL-09PST-PD-1222,34,0
VL-09PST-PD-1222,35,0
VL-09PST-PD-1222,36,0
VL-09PST-PD-1222,37,0
VL-09PST-PD-1222,38,0
VL-09PST-PD-1222,39,0
VL-09PST-PD-1222,40,0
VL-09PST-PD-1222,41,100
VL-09PST-PD-1222,42,0
VL-09PST-PD-1222,43,0
VL-09PST-PD-1222,44,100
VL-09PST-PD-1222,45,0
VL-09PST-PD-1222,46,0
VL-09PST-PD-1222,47,0
VL-09PST-PD-1222,48,0
VL-09PST-PD-1222,49,0
VL-09PST-PD-1222,50,0
VL-09PST-PD-1222,51,0
VL-09PST-PD-1222,52,0
VL-09PST-PD-1222,53,0
VL-09PST-PD-1224,0,2
VL-09PST-PD-1224,1,8
VL-09PST-PD-1224,2,0
VL-09PST-PD-1224,3,48
VL-09PST-PD-1224,4,0
VL-09PST-PD-1224,5,8
VL-09PST-PD-1224,6,0
VL-09PST-PD-1224,7,48
VL-09PST-PD-1224,8,0
VL-09PST-PD-1224,9,0
VL-09PST-PD-1224,10,8
VL-09PST-PD-1224,11,0
VL-09PST-PD-1224,12,0
VL-09PST-PD-1224,13,48
VL-09PST-PD-1224,14,0
VL-09PST-PD-1224,15,0
VL-09PST-PD-1224,16,0
VL-09PST-PD-1224,17,0
VL-09PST-PD-1224,18,0
VL-09PST-PD-1224,19,0
VL-09PST-PD-1224,20,18
VL-09PST-PD-1224,21,0
VL-09PST-PD-1224,22,0
VL-09PST-PD-1224,23,0
VL-09PST-PD-1224,24,0
VL-09PST-PD-1224,25,0
VL-09PST-PD-1224,26,0
VL-09PST-PD-1224,27,0
VL-09PST-PD-1224,28,0
VL-09PST-PD-1224,29,2
VL-09PST-PD-1224,30,48
VL-09PST-PD-1224,31,0
VL-09PST-PD-1224,32,200
VL-09PST-PD-1224,33,0
VL-09PST-PD-1224,34,0
VL-09PST-PD-1224,35,0
VL-09PST-PD-1224,36,934
VL-09PST-PD-1224,37,0
VL-09PST-PD-1224,38,0
VL-09PST-PD-1224,39,0
VL-09PST-PD-1224,40,0
VL-09PST-PD-1224,41,0
VL-09PST-PD-1224,42,0
VL-09PST-PD-1224,43,2
VL-09PST-PD-1224,44,0
VL-09PST-PD-1224,45,0
VL-09PST-PD-1224,46,0
VL-09PST-PD-1224,47,0
VL-09PST-PD-1224,48,0
VL-09PST-PD-1224,49,0
VL-09PST-PD-1224,50,0
VL-09PST-PD-1224,51,0
VL-09PST-PD-1224,52,0
VL-09PST-PD-1224,53,0
VL-09PST-PD-16371,0,72
VL-09PST-PD-16371,1,0
VL-09PST-PD-16371,2,0
VL-09PST-PD-16371,3,0
VL-09PST-PD-16371,4,144
VL-09PST-PD-16371,5,0
VL-09PST-PD-16371,6,72
VL-09PST-PD-16371,7,0
VL-09PST-PD-16371,8,0
VL-09PST-PD-16371,9,0
VL-09PST-PD-16371,10,0
VL-09PST-PD-16371,11,0
VL-09PST-PD-16371,12,0
VL-09PST-PD-16371,13,0
VL-09PST-PD-16371,14,72
VL-09PST-PD-16371,15,0
VL-09PST-PD-16371,16,0
VL-09PST-PD-16371,17,0
VL-09PST-PD-16371,18,0
VL-09PST-PD-16371,19,0
VL-09PST-PD-16371,20,72
VL-09PST-PD-16371,21,72
VL-09PST-PD-16371,22,0
VL-09PST-PD-16371,23,0
VL-09PST-PD-16371,24,0
VL-09PST-PD-16371,25,72
VL-09PST-PD-16371,26,13
VL-09PST-PD-16371,27,36
VL-09PST-PD-16371,28,108
VL-09PST-PD-16371,29,0
VL-09PST-PD-16371,30,0
VL-09PST-PD-16371,31,0
VL-09PST-PD-16371,32,72
VL-09PST-PD-16371,33,0
VL-09PST-PD-16371,34,72
VL-09PST-PD-16371,35,0
VL-09PST-PD-16371,36,0
VL-09PST-PD-16371,37,0
VL-09PST-PD-16371,38,72
VL-09PST-PD-16371,39,0
VL-09PST-PD-16371,40,0
VL-09PST-PD-16371,41,72
VL-09PST-PD-16371,42,0
VL-09PST-PD-16371,43,72
VL-09PST-PD-16371,44,0
VL-09PST-PD-16371,45,0
VL-09PST-PD-16371,46,0
VL-09PST-PD-16371,47,0
VL-09PST-PD-16371,48,72
VL-09PST-PD-16371,49,72
VL-09PST-PD-16371,50,0
VL-09PST-PD-16371,51,72
VL-09PST-PD-16371,52,0
VL-09PST-PD-16371,53,0
VL-09PST-PD-2025,0,12
VL-09PST-PD-2025,1,0
VL-09PST-PD-2025,2,0
VL-09PST-PD-2025,3,0
VL-09PST-PD-2025,4,0
VL-09PST-PD-2025,5,0
VL-09PST-PD-2025,6,0
VL-09PST-PD-2025,7,0
VL-09PST-PD-2025,8,0
VL-09PST-PD-2025,9,228
VL-09PST-PD-2025,10,0
VL-09PST-PD-2025,11,0
VL-09PST-PD-2025,12,0
VL-09PST-PD-2025,13,0
VL-09PST-PD-2025,14,0
VL-09PST-PD-2025,15,0
VL-09PST-PD-2025,16,0
VL-09PST-PD-2025,17,0
VL-09PST-PD-2025,18,0
VL-09PST-PD-2025,19,0
VL-09PST-PD-2025,20,0
VL-09PST-PD-2025,21,0
VL-09PST-PD-2025,22,0
VL-09PST-PD-2025,23,0
VL-09PST-PD-2025,24,0
VL-09PST-PD-2025,25,0
VL-09PST-PD-2025,26,0
VL-09PST-PD-2025,27,0
VL-09PST-PD-2025,28,0
VL-09PST-PD-2025,29,48
VL-09PST-PD-2025,30,0
VL-09PST-PD-2025,31,0
VL-09PST-PD-2025,32,0
VL-09PST-PD-2025,33,0
VL-09PST-PD-2025,34,0
VL-09PST-PD-2025,35,0
VL-09PST-PD-2025,36,0
VL-09PST-PD-2025,37,0
VL-09PST-PD-2025,38,0
VL-09PST-PD-2025,39,0
VL-09PST-PD-2025,40,0
VL-09PST-PD-2025,41,0
VL-09PST-PD-2025,42,8
VL-09PST-PD-2025,43,292
VL-09PST-PD-2025,44,4
VL-09PST-PD-2025,45,0
VL-09PST-PD-2025,46,0
VL-09PST-PD-2025,47,0
VL-09PST-PD-2025,48,0
VL-09PST-PD-2025,49,0
VL-09PST-PD-2025,50,0
VL-09PST-PD-2025,51,0
VL-09PST-PD-2025,52,0
VL-09PST-PD-2025,53,0
VL-09PST-PD-2424,0,0
VL-09PST-PD-2424,1,0
VL-09PST-PD-2424,2,0
VL-09PST-PD-2424,3,0
VL-09PST-PD-2424,4,0
VL-09PST-PD-2424,5,0
VL-09PST-PD-2424,6,0
VL-09PST-PD-2424,7,100
VL-09PST-PD-2424,8,0
VL-09PST-PD-2424,9,0
VL-09PST-PD-2424,10,0
VL-09PST-PD-2424,11,0
VL-09PST-PD-2424,12,0
VL-09PST-PD-2424,13,0
VL-09PST-PD-2424,14,0
VL-09PST-PD-2424,15,0
VL-09PST-PD-2424,16,0
VL-09PST-PD-2424,17,0
VL-09PST-PD-2424,18,0
VL-09PST-PD-2424,19,0
VL-09PST-PD-2424,20,0
VL-09PST-PD-2424,21,0
VL-09PST-PD-2424,22,50
VL-09PST-PD-2424,23,0
VL-09PST-PD-2424,24,0
VL-09PST-PD-2424,25,0
VL-09PST-PD-2424,26,0
VL-09PST-PD-2424,27,300
VL-09PST-PD-2424,28,0
VL-09PST-PD-2424,29,0
VL-09PST-PD-2424,30,0
VL-09PST-PD-2424,31,0
VL-09PST-PD-2424,32,200
VL-09PST-PD-2424,33,36
VL-09PST-PD-2424,34,0
VL-09PST-PD-2424,35,0
VL-09PST-PD-2424,36,0
VL-09PST-PD-2424,37,0
VL-09PST-PD-2424,38,0
VL-09PST-PD-2424,39,0
VL-09PST-PD-2424,40,0
VL-09PST-PD-2424,41,0
VL-09PST-PD-2424,42,0
VL-09PST-PD-2424,43,0
VL-09PST-PD-2424,44,0
VL-09PST-PD-2424,45,0
VL-09PST-PD-2424,46,0
VL-09PST-PD-2424,47,0
VL-09PST-PD-2424,48,0
VL-09PST-PD-2424,49,300
VL-09PST-PD-2424,50,0
VL-09PST-PD-2424,51,0
VL-09PST-PD-2424,52,0
VL-09PST-PD-2424,53,0
VL-09PST-PD-25106,0,0
VL-09PST-PD-25106,1,0
VL-09PST-PD-25106,2,0
VL-09PST-PD-25106,3,0
VL-09PST-PD-25106,4,400
VL-09PST-PD-25106,5,0
VL-09PST-PD-25106,6,0
VL-09PST-PD-25106,7,0
VL-09PST-PD-25106,8,0
VL-09PST-PD-25106,9,0
VL-09PST-PD-25106,10,0
VL-09PST-PD-25106,11,0
VL-09PST-PD-25106,12,0
VL-09PST-PD-25106,13,100
VL-09PST-PD-25106,14,0
VL-09PST-PD-25106,15,300
VL-09PST-PD-25106,16,0
VL-09PST-PD-25106,17,400
VL-09PST-PD-25106,18,0
VL-09PST-PD-25106,19,0
VL-09PST-PD-25106,20,0
VL-09PST-PD-25106,21,0
VL-09PST-PD-25106,22,0
VL-09PST-PD-25106,23,0
VL-09PST-PD-25106,24,0
VL-09PST-PD-25106,25,400
VL-09PST-PD-25106,26,0
VL-09PST-PD-25106,27,0
VL-09PST-PD-25106,28,400
VL-09PST-PD-25106,29,0
VL-09PST-PD-25106,30,0
VL-09PST-PD-25106,31,0
VL-09PST-PD-25106,32,0
VL-09PST-PD-25106,33,0
VL-09PST-PD-25106,34,0
VL-09PST-PD-25106,35,0
VL-09PST-PD-25106,36,0
VL-09PST-PD-25106,37,0
VL-09PST-PD-25106,38,0
VL-09PST-PD-25106,39,0
VL-09PST-PD-25106,40,0
VL-09PST-PD-25106,41,400
VL-09PST-PD-25106,42,0
VL-09PST-PD-25106,43,0
VL-09PST-PD-25106,44,0
VL-09PST-PD-25106,45,0
VL-09PST-PD-25106,46,400
VL-09PST-PD-25106,47,0
VL-09PST-PD-25106,48,0
VL-09PST-PD-25106,49,0
VL-09PST-PD-25106,50,0
VL-09PST-PD-25106,51,0
VL-09PST-PD-25106,52,0
VL-09PST-PD-25106,53,0
VL-09PST-PD-42712,0,0
VL-09PST-PD-42712,1,0
VL-09PST-PD-42712,2,0
VL-09PST-PD-42712,3,0
VL-09PST-PD-42712,4,0
VL-09PST-PD-42712,5,0
VL-09PST-PD-42712,6,300
VL-09PST-PD-42712,7,0
VL-09PST-PD-42712,8,0
VL-09PST-PD-42712,9,0
VL-09PST-PD-42712,10,0
VL-09PST-PD-42712,11,0
VL-09PST-PD-42712,12,0
VL-09PST-PD-42712,13,0
VL-09PST-PD-42712,14,0
VL-09PST-PD-42712,15,0
VL-09PST-PD-42712,16,0
VL-09PST-PD-42712,17,0
VL-09PST-PD-42712,18,300
VL-09PST-PD-42712,19,0
VL-09PST-PD-42712,20,0
VL-09PST-PD-42712,21,0
VL-09PST-PD-42712,22,0
VL-09PST-PD-42712,23,0
VL-09PST-PD-42712,24,0
VL-09PST-PD-42712,25,0
VL-09PST-PD-42712,26,0
VL-09PST-PD-42712,27,0
VL-09PST-PD-42712,28,0
VL-09PST-PD-42712,29,0
VL-09PST-PD-42712,30,0
VL-09PST-PD-42712,31,300
VL-09PST-PD-42712,32,0
VL-09PST-PD-42712,33,0
VL-09PST-PD-42712,34,0
VL-09PST-PD-42712,35,0
VL-09PST-PD-42712,36,0
VL-09PST-PD-42712,37,0
VL-09PST-PD-42712,38,300
VL-09PST-PD-42712,39,0
VL-09PST-PD-42712,40,0
VL-09PST-PD-42712,41,0
VL-09PST-PD-42712,42,0
VL-09PST-PD-42712,43,0
VL-09PST-PD-42712,44,0
VL-09PST-PD-42712,45,0
VL-09PST-PD-42712,46,0
VL-09PST-PD-42712,47,0
VL-09PST-PD-42712,48,0
VL-09PST-PD-42712,49,0
VL-09PST-PD-42712,50,0
VL-09PST-PD-42712,51,300
VL-09PST-PD-42712,52,0
VL-09PST-PD-42712,53,0
VL-09PST-PD-458458,0,0
VL-09PST-PD-458458,1,0
VL-09PST-PD-458458,2,0
VL-09PST-PD-458458,3,0
VL-09PST-PD-458458,4,0
VL-09PST-PD-458458,5,0
VL-09PST-PD-458458,6,0
VL-09PST-PD-458458,7,1076
VL-09PST-PD-458458,8,0
VL-09PST-PD-458458,9,0
VL-09PST-PD-458458,10,0
VL-09PST-PD-458458,11,350
VL-09PST-PD-458458,12,0
VL-09PST-PD-458458,13,0
VL-09PST-PD-458458,14,0
VL-09PST-PD-458458,15,0
VL-09PST-PD-458458,16,0
VL-09PST-PD-458458,17,0
VL-09PST-PD-458458,18,0
VL-09PST-PD-458458,19,0
VL-09PST-PD-458458,20,0
VL-09PST-PD-458458,21,0
VL-09PST-PD-458458,22,350
VL-09PST-PD-458458,23,0
VL-09PST-PD-458458,24,0
VL-09PST-PD-458458,25,0
VL-09PST-PD-458458,26,0
VL-09PST-PD-458458,27,0
VL-09PST-PD-458458,28,0
VL-09PST-PD-458458,29,350
VL-09PST-PD-458458,30,0
VL-09PST-PD-458458,31,0
VL-09PST-PD-458458,32,0
VL-09PST-PD-458458,33,0
VL-09PST-PD-458458,34,0
VL-09PST-PD-458458,35,0
VL-09PST-PD-458458,36,0
VL-09PST-PD-458458,37,0
VL-09PST-PD-458458,38,0
VL-09PST-PD-458458,39,350
VL-09PST-PD-458458,40,0
VL-09PST-PD-458458,41,0
VL-09PST-PD-458458,42,0
VL-09PST-PD-458458,43,0
VL-09PST-PD-458458,44,0
VL-09PST-PD-458458,45,0
VL-09PST-PD-458458,46,0
VL-09PST-PD-458458,47,350
VL-09PST-PD-458458,48,0
VL-09PST-PD-458458,49,0
VL-09PST-PD-458458,50,0
VL-09PST-PD-458458,51,0
VL-09PST-PD-458458,52,350
VL-09PST-PD-458458,53,0
VL-09PST-PD-878878,0,0
VL-09PST-PD-878878,1,0
VL-09PST-PD-878878,2,0
VL-09PST-PD-878878,3,0
VL-09PST-PD-878878,4,0
VL-09PST-PD-878878,5,0
VL-09PST-PD-878878,6,300
VL-09PST-PD-878878,7,0
VL-09PST-PD-878878,8,0
VL-09PST-PD-878878,9,0
VL-09PST-PD-878878,10,0
VL-09PST-PD-878878,11,0
VL-09PST-PD-878878,12,0
VL-09PST-PD-878878,13,0
VL-09PST-PD-878878,14,0
VL-09PST-PD-878878,15,0
VL-09PST-PD-878878,16,0
VL-09PST-PD-878878,17,0
VL-09PST-PD-878878,18,0
VL-09PST-PD-878878,19,0
VL-09PST-PD-878878,20,0
VL-09PST-PD-878878,21,0
VL-09PST-PD-878878,22,300
VL-09PST-PD-878878,23,0
VL-09PST-PD-878878,24,0
VL-09PST-PD-878878,25,0
VL-09PST-PD-878878,26,0
VL-09PST-PD-878878,27,0
VL-09PST-PD-878878,28,0
VL-09PST-PD-878878,29,0
VL-09PST-PD-878878,30,0
VL-09PST-PD-878878,31,0
VL-09PST-PD-878878,32,0
VL-09PST-PD-878878,33,0
VL-09PST-PD-878878,34,0
VL-09PST-PD-878878,35,0
VL-09PST-PD-878878,36,300
VL-09PST-PD-878878,37,0
VL-09PST-PD-878878,38,0
VL-09PST-PD-878878,39,300
VL-09PST-PD-878878,40,0
VL-09PST-PD-878878,41,0
VL-09PST-PD-878878,42,0
VL-09PST-PD-878878,43,0
VL-09PST-PD-878878,44,0
VL-09PST-PD-878878,45,0
VL-09PST-PD-878878,46,0
VL-09PST-PD-878878,47,0
VL-09PST-PD-878878,48,0
VL-09PST-PD-878878,49,0
VL-09PST-PD-878878,50,0
VL-09PST-PD-878878,51,0
VL-09PST-PD-878878,52,300
VL-09PST-PD-878878,53,0
VL-09PST-PD-88,0,0
VL-09PST-PD-88,1,0
VL-09PST-PD-88,2,100
VL-09PST-PD-88,3,0
VL-09PST-PD-88,4,0
VL-09PST-PD-88,5,0
VL-09PST-PD-88,6,0
VL-09PST-PD-88,7,0
VL-09PST-PD-88,8,0
VL-09PST-PD-88,9,0
VL-09PST-PD-88,10,200
VL-09PST-PD-88,11,0
VL-09PST-PD-88,12,0
VL-09PST-PD-88,13,0
VL-09PST-PD-88,14,0
VL-09PST-PD-88,15,0
VL-09PST-PD-88,16,0
VL-09PST-PD-88,17,0
VL-09PST-PD-88,18,0
VL-09PST-PD-88,19,0
VL-09PST-PD-88,20,0
VL-09PST-PD-88,21,0
VL-09PST-PD-88,22,0
VL-09PST-PD-88,23,0
VL-09PST-PD-88,24,0
VL-09PST-PD-88,25,0
VL-09PST-PD-88,26,100
VL-09PST-PD-88,27,100
VL-09PST-PD-88,28,0
VL-09PST-PD-88,29,0
VL-09PST-PD-88,30,0
VL-09PST-PD-88,31,0
VL-09PST-PD-88,32,100
VL-09PST-PD-88,33,0
VL-09PST-PD-88,34,0
VL-09PST-PD-88,35,0
VL-09PST-PD-88,36,0
VL-09PST-PD-88,37,0
VL-09PST-PD-88,38,0
VL-09PST-PD-88,39,100
VL-09PST-PD-88,40,0
VL-09PST-PD-88,41,0
VL-09PST-PD-88,42,0
VL-09PST-PD-88,43,100
VL-09PST-PD-88,44,0
VL-09PST-PD-88,45,0
VL-09PST-PD-88,46,0
VL-09PST-PD-88,47,0
VL-09PST-PD-88,48,0
VL-09PST-PD-88,49,0
VL-09PST-PD-88,50,200
VL-09PST-PD-88,51,0
VL-09PST-PD-88,52,0
VL-09PST-PD-88,53,0
VL-09PST-PD-9129121,0,0
VL-09PST-PD-9129121,1,0
VL-09PST-PD-9129121,2,0
VL-09PST-PD-9129121,3,0
VL-09PST-PD-9129121,4,200
VL-09PST-PD-9129121,5,0
VL-09PST-PD-9129121,6,0
VL-09PST-PD-9129121,7,0
VL-09PST-PD-9129121,8,0
VL-09PST-PD-9129121,9,0
VL-09PST-PD-9129121,10,0
VL-09PST-PD-9129121,11,0
VL-09PST-PD-9129121,12,0
VL-09PST-PD-9129121,13,0
VL-09PST-PD-9129121,14,0
VL-09PST-PD-9129121,15,0
VL-09PST-PD-9129121,16,0
VL-09PST-PD-9129121,17,0
VL-09PST-PD-9129121,18,0
VL-09PST-PD-9129121,19,0
VL-09PST-PD-9129121,20,0
VL-09PST-PD-9129121,21,0
VL-09PST-PD-9129121,22,0
VL-09PST-PD-9129121,23,200
VL-09PST-PD-9129121,24,0
VL-09PST-PD-9129121,25,0
VL-09PST-PD-9129121,26,0
VL-09PST-PD-9129121,27,0
VL-09PST-PD-9129121,28,0
VL-09PST-PD-9129121,29,0
VL-09PST-PD-9129121,30,0
VL-09PST-PD-9129121,31,0
VL-09PST-PD-9129121,32,0
VL-09PST-PD-9129121,33,200
VL-09PST-PD-9129121,34,0
VL-09PST-PD-9129121,35,0
VL-09PST-PD-9129121,36,0
VL-09PST-PD-9129121,37,0
VL-09PST-PD-9129121,38,0
VL-09PST-PD-9129121,39,0
VL-09PST-PD-9129121,40,0
VL-09PST-PD-9129121,41,0
VL-09PST-PD-9129121,42,0
VL-09PST-PD-9129121,43,0
VL-09PST-PD-9129121,44,0
VL-09PST-PD-9129121,45,0
VL-09PST-PD-9129121,46,0
VL-09PST-PD-9129121,47,0
VL-09PST-PD-9129121,48,200
VL-09PST-PD-9129121,49,0
VL-09PST-PD-9129121,50,0
VL-09PST-PD-9129121,51,0
VL-09PST-PD-9129121,52,0
VL-09PST-PD-9129121,53,0
VL-10OTST-PD-2025,0,0
VL-10OTST-PD-2025,1,0
VL-10OTST-PD-2025,2,0
VL-10OTST-PD-2025,3,0
VL-10OTST-PD-2025,4,0
VL-10OTST-PD-2025,5,0
VL-10OTST-PD-2025,6,0
VL-10OTST-PD-2025,7,0
VL-10OTST-PD-2025,8,0
VL-10OTST-PD-2025,9,0
VL-10OTST-PD-2025,10,0
VL-10OTST-PD-2025,11,0
VL-10OTST-PD-2025,12,0
VL-10OTST-PD-2025,13,0
VL-10OTST-PD-2025,14,0
VL-10OTST-PD-2025,15,0
VL-10OTST-PD-2025,16,0
VL-10OTST-PD-2025,17,0
VL-10OTST-PD-2025,18,312
VL-10OTST-PD-2025,19,0
VL-10OTST-PD-2025,20,0
VL-10OTST-PD-2025,21,0
VL-10OTST-PD-2025,22,0
VL-10OTST-PD-2025,23,0
VL-10OTST-PD-2025,24,0
VL-10OTST-PD-2025,25,0
VL-10OTST-PD-2025,26,0
VL-10OTST-PD-2025,27,0
VL-10OTST-PD-2025,28,0
VL-10OTST-PD-2025,29,0
VL-10OTST-PD-2025,30,0
VL-10OTST-PD-2025,31,0
VL-10OTST-PD-2025,32,0
VL-10OTST-PD-2025,33,0
VL-10OTST-PD-2025,34,0
VL-10OTST-PD-2025,35,0
VL-10OTST-PD-2025,36,0
VL-10OTST-PD-2025,37,0
VL-10OTST-PD-2025,38,0
VL-10OTST-PD-2025,39,0
VL-10OTST-PD-2025,40,300
VL-10OTST-PD-2025,41,0
VL-10OTST-PD-2025,42,0
VL-10OTST-PD-2025,43,0
VL-10OTST-PD-2025,44,0
VL-10OTST-PD-2025,45,0
VL-10OTST-PD-2025,46,0
VL-10OTST-PD-2025,47,0
VL-10OTST-PD-2025,48,0
VL-10OTST-PD-2025,49,0
VL-10OTST-PD-2025,50,0
VL-10OTST-PD-2025,51,0
VL-10OTST-PD-2025,52,0
VL-10OTST-PD-2025,53,0
VL-19PST-PD-1224,0,0
VL-19PST-PD-1224,1,0
VL-19PST-PD-1224,2,0
VL-19PST-PD-1224,3,0
VL-19PST-PD-1224,4,0
VL-19PST-PD-1224,5,0
VL-19PST-PD-1224,6,0
VL-19PST-PD-1224,7,0
VL-19PST-PD-1224,8,0
VL-19PST-PD-1224,9,0
VL-19PST-PD-1224,10,0
VL-19PST-PD-1224,11,0
VL-19PST-PD-1224,12,0
VL-19PST-PD-1224,13,0
VL-19PST-PD-1224,14,0
VL-19PST-PD-1224,15,0
VL-19PST-PD-1224,16,300
VL-19PST-PD-1224,17,0
VL-19PST-PD-1224,18,0
VL-19PST-PD-1224,19,0
VL-19PST-PD-1224,20,0
VL-19PST-PD-1224,21,0
VL-19PST-PD-1224,22,0
VL-19PST-PD-1224,23,0
VL-19PST-PD-1224,24,0
VL-19PST-PD-1224,25,0
VL-19PST-PD-1224,26,0
VL-19PST-PD-1224,27,0
VL-19PST-PD-1224,28,0
VL-19PST-PD-1224,29,0
VL-19PST-PD-1224,30,0
VL-19PST-PD-1224,31,1000
VL-19PST-PD-1224,32,0
VL-19PST-PD-1224,33,0
VL-19PST-PD-1224,34,0
VL-19PST-PD-1224,35,0
VL-19PST-PD-1224,36,0
VL-19PST-PD-1224,37,0
VL-19PST-PD-1224,38,0
VL-19PST-PD-1224,39,0
VL-19PST-PD-1224,40,18
VL-19PST-PD-1224,41,0
VL-19PST-PD-1224,42,0
VL-19PST-PD-1224,43,0
VL-19PST-PD-1224,44,0
VL-19PST-PD-1224,45,0
VL-19PST-PD-1224,46,0
VL-19PST-PD-1224,47,0
VL-19PST-PD-1224,48,0
VL-19PST-PD-1224,49,0
VL-19PST-PD-1224,50,0
VL-19PST-PD-1224,51,0
VL-19PST-PD-1224,52,0
VL-19PST-PD-1224,53,0
VL-19PST-PD-1625,0,6
VL-19PST-PD-1625,1,0
VL-19PST-PD-1625,2,0
VL-19PST-PD-1625,3,0
VL-19PST-PD-1625,4,0
VL-19PST-PD-1625,5,0
VL-19PST-PD-1625,6,0
VL-19PST-PD-1625,7,0
VL-19PST-PD-1625,8,0
VL-19PST-PD-1625,9,0
VL-19PST-PD-1625,10,0
VL-19PST-PD-1625,11,0
VL-19PST-PD-1625,12,0
VL-19PST-PD-1625,13,54
VL-19PST-PD-1625,14,0
VL-19PST-PD-1625,15,0
VL-19PST-PD-1625,16,0
VL-19PST-PD-1625,17,0
VL-19PST-PD-1625,18,0
VL-19PST-PD-1625,19,124
VL-19PST-PD-1625,20,188
VL-19PST-PD-1625,21,0
VL-19PST-PD-1625,22,0
VL-19PST-PD-1625,23,0
VL-19PST-PD-1625,24,0
VL-19PST-PD-1625,25,0
VL-19PST-PD-1625,26,0
VL-19PST-PD-1625,27,9
VL-19PST-PD-1625,28,0
VL-19PST-PD-1625,29,6
VL-19PST-PD-1625,30,0
VL-19PST-PD-1625,31,0
VL-19PST-PD-1625,32,0
VL-19PST-PD-1625,33,0
VL-19PST-PD-1625,34,0
VL-19PST-PD-1625,35,0
VL-19PST-PD-1625,36,4
VL-19PST-PD-1625,37,66
VL-19PST-PD-1625,38,0
VL-19PST-PD-1625,39,0
VL-19PST-PD-1625,40,0
VL-19PST-PD-1625,41,0
VL-19PST-PD-1625,42,0
VL-19PST-PD-1625,43,6
VL-19PST-PD-1625,44,0
VL-19PST-PD-1625,45,0
VL-19PST-PD-1625,46,0
VL-19PST-PD-1625,47,0
VL-19PST-PD-1625,48,0
VL-19PST-PD-1625,49,0
VL-19PST-PD-1625,50,0
VL-19PST-PD-1625,51,0
VL-19PST-PD-1625,52,0
VL-19PST-PD-1625,53,170
VL-19PST-PD-2020,0,4
VL-19PST-PD-2020,1,0
VL-19PST-PD-2020,2,0
VL-19PST-PD-2020,3,0
VL-19PST-PD-2020,4,0
VL-19PST-PD-2020,5,0
VL-19PST-PD-2020,6,0
VL-19PST-PD-2020,7,0
VL-19PST-PD-2020,8,0
VL-19PST-PD-2020,9,0
VL-19PST-PD-2020,10,0
VL-19PST-PD-2020,11,0
VL-19PST-PD-2020,12,100
VL-19PST-PD-2020,13,32
VL-19PST-PD-2020,14,0
VL-19PST-PD-2020,15,0
VL-19PST-PD-2020,16,0
VL-19PST-PD-2020,17,0
VL-19PST-PD-2020,18,0
VL-19PST-PD-2020,19,168
VL-19PST-PD-2020,20,0
VL-19PST-PD-2020,21,0
VL-19PST-PD-2020,22,0
VL-19PST-PD-2020,23,0
VL-19PST-PD-2020,24,0
VL-19PST-PD-2020,25,0
VL-19PST-PD-2020,26,0
VL-19PST-PD-2020,27,8
VL-19PST-PD-2020,28,0
VL-19PST-PD-2020,29,8
VL-19PST-PD-2020,30,0
VL-19PST-PD-2020,31,40
VL-19PST-PD-2020,32,0
VL-19PST-PD-2020,33,128
VL-19PST-PD-2020,34,32
VL-19PST-PD-2020,35,0
VL-19PST-PD-2020,36,0
VL-19PST-PD-2020,37,0
